dtRef,idUsuario,qtdeTransacoes,qtdeDias,mediaTransacoesDias,saldoPontos,qtdePontosPos,qtdePontosNeg,qtdeDiasUltimaTransacao,qtdeDiasPrimeiraTransacao,qtdSkuDistintos,qtdeChatMessage,qtdePresença,qtdeTrocaStreamElements,qtdeChurn,qtdePonei,qtdeAirflowLover,qtdePresencaStreak,qtdeDailyLoot,qtdeRLover,qtdeVendaItemRPG,qtdeTransacoesD7,qtdeDiasD7,saldoPontosD7,qtdePontosPosD7,qtdePontosNegD7,qtdeTransacoesD14,qtdeDiasD14,saldoPontosD14,qtdePontosPosD14,qtdePontosNegD14,qtdeTransacoesD28,qtdeDiasD28,saldoPontosD28,qtdePontosPosD28,qtdePontosNegD28,propAvgQtdeTransacoes,propAvgQtdeDias,propAvgMediaTransacoesDias,propAvgSaldoPontos,propAvgQtdePontosPos,propAvgQtdePontosNeg,flagChurn
2024-09-01,62a1925a-3b7f-4a32-820e-f70b4abaf011,89,16,5.5625,1021,1021,0,4.0,62.0,4,71,16,0,1,0,0,1,0,0,0,6,3,153,153,0,7,4,203,203,0,12,5,257,257,0,1.14535225654677,1.54302945952215,1.34533625120077,2.0121027901713,1.18817135075597,0.0,0
2024-10-01,62a1925a-3b7f-4a32-820e-f70b4abaf011,90,17,5.29411764705882,1071,1071,0,8.0,92.0,4,71,17,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,50,50,0,1,1,50,50,0,1.11152168042863,1.55890887986071,1.28806332653628,2.01129151116077,1.16468401952196,0.0,0
2024-11-01,62a1925a-3b7f-4a32-820e-f70b4abaf011,91,18,5.05555555555556,1121,1121,0,7.0,123.0,4,71,18,0,1,0,0,1,0,0,0,1,1,50,50,0,1,1,50,50,0,1,1,50,50,0,1.09820189911779,1.58350515463918,1.24058805707101,2.0369541895408,1.17203451635676,0.0,0
2024-12-01,62a1925a-3b7f-4a32-820e-f70b4abaf011,92,19,4.84210526315789,1171,1171,0,9.0,153.0,4,71,19,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,50,50,0,1,1,50,50,0,1.09992531740105,1.63026659209545,1.20448542250626,2.06940307461927,1.18808165856632,0.0,0
2025-01-01,62a1925a-3b7f-4a32-820e-f70b4abaf011,141,24,5.875,1465,1465,0,12.0,184.0,5,114,24,0,1,0,0,1,0,0,1,0,0,0,0,0,14,2,112,112,0,49,5,294,294,0,1.65024520315501,2.01282736504543,1.4709964089267,2.5847716887062,1.45263753768381,0.0,0
2024-08-01,62a1925a-3b7f-4a32-820e-f70b4abaf011,65,10,6.5,703,703,0,2.0,31.0,4,53,10,0,1,0,0,1,0,0,0,7,1,56,56,0,11,3,158,158,0,28,7,519,519,0,0.865591533962885,1.03973117216841,1.53812945225291,1.46972730127228,0.890026203339843,0.0,0
2024-06-01,62dd48da-369c-4ea2-a1fb-835fb98a5f16,8,4,2.0,204,204,0,16.0,19.0,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,204,204,0,0.116985887669024,0.485671191553544,0.433543198018019,0.487130761401369,0.317568441370242,0.0,1
2025-03-01,62f28ea9-4d98-4420-98fb-98f22ece09f0,1,1,1.0,50,50,0,26.0,26.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50,50,0,0.0123735272217599,0.0867296031928774,0.250681013477663,0.0963530786087639,0.0532881625769967,0.0,1
2024-03-01,62fe5a0d-2ea5-4c3b-b6ae-5f24526d5cb5,1,1,1.0,50,50,0,2.0,2.0,1,0,1,0,0,0,0,0,0,0,0,1,1,50,50,0,1,1,50,50,0,1,1,50,50,0,0.0331710576555937,0.269588828549263,0.215390721449842,0.194053854830964,0.170281368523183,0.0,1
2025-03-01,6313ceac-7806-4d34-aedd-476eed7c853a,2178,211,10.3222748815166,2215,43215,-41000,1.0,271.0,8,1675,209,45,149,24,0,76,0,0,0,72,7,-635,365,-1000,198,13,-17,983,-1000,416,27,-1423,2577,-4000,26.949542288993,18.2999462736971,2.58759832869361,4.26844138236824,46.0569589152982,97.7657167938416,0
2025-04-01,6313ceac-7806-4d34-aedd-476eed7c853a,2483,236,10.521186440678,187,45187,-45000,1.0,302.0,8,1947,233,49,149,27,0,78,0,0,0,45,7,-415,585,-1000,146,12,-69,931,-1000,303,23,-2128,1872,-4000,30.4849761067059,20.0416984490211,2.66094198947816,0.361091816988757,47.9220190831298,105.868928209174,0
2024-08-01,6313ceac-7806-4d34-aedd-476eed7c853a,288,40,7.2,1200,9200,-8000,1.0,59.0,7,200,40,10,25,6,0,7,0,0,0,40,3,829,2829,-2000,65,7,345,3345,-3000,135,17,-412,5588,-6000,3.83523633509709,4.15892468867365,1.70377416249553,2.50878059961128,11.6475690906494,25.6785261697622,0
2025-02-01,6313ceac-7806-4d34-aedd-476eed7c853a,1762,184,9.57608695652174,3638,40638,-37000,1.0,243.0,8,1298,183,41,149,21,0,70,0,0,0,95,5,-1266,734,-2000,221,12,94,2094,-2000,486,26,110,6110,-6000,21.2307674414547,15.7749089705396,2.37735750183943,6.90993359513935,41.8153690295283,83.0797506653836,0
2024-12-01,6313ceac-7806-4d34-aedd-476eed7c853a,975,125,7.8,5817,27817,-22000,2.0,181.0,8,677,125,26,107,16,0,24,0,0,0,43,5,1179,1179,0,69,11,2192,2192,0,115,24,4756,4756,0,11.6568172224567,10.7254381058911,1.94026890886335,10.2798613877543,28.2227732675826,52.411047962152,0
2024-07-01,6313ceac-7806-4d34-aedd-476eed7c853a,128,20,6.4,794,2794,-2000,3.0,28.0,6,94,20,2,6,2,0,4,0,0,0,66,5,-346,654,-1000,86,10,64,2064,-2000,128,20,794,2794,-2000,1.74404903992132,2.21807725188467,1.42059467676101,1.75864118869603,3.92108920073287,7.66071668232452,0
2025-01-01,6313ceac-7806-4d34-aedd-476eed7c853a,1241,155,8.00645161290323,2554,33554,-31000,1.0,212.0,8,864,154,35,136,18,0,34,0,0,0,18,7,1450,1450,0,103,14,2065,3065,-1000,255,27,-3718,5282,-9000,14.5244985611019,12.9995100659184,2.00467430992783,4.50614804979906,33.2708532009847,70.1787500480899,0
2024-10-01,6313ceac-7806-4d34-aedd-476eed7c853a,664,80,8.3,2063,19063,-17000,1.0,120.0,8,473,80,21,65,10,0,15,0,0,0,78,5,1143,2143,-1000,107,10,870,2870,-2000,158,17,1856,3856,-2000,8.20055995338459,7.3360417875798,2.01939705971411,3.87422445147027,20.7305055687649,43.9198128212675,0
2024-09-01,6313ceac-7806-4d34-aedd-476eed7c853a,498,62,8.03225806451613,101,15101,-15000,2.0,90.0,7,351,62,19,47,7,0,12,0,0,0,40,5,-1123,877,-2000,77,10,-247,1753,-2000,158,20,-441,3559,-4000,6.4088249860707,5.97923915564834,1.94266749720329,0.199042489527229,17.5735314081939,42.628856377752,0
2024-11-01,6313ceac-7806-4d34-aedd-476eed7c853a,838,99,8.46464646464647,644,22644,-22000,1.0,151.0,8,604,99,26,81,12,0,16,0,0,0,29,5,472,472,0,40,8,25,1025,-1000,128,17,241,3241,-3000,10.1131119940737,8.70927835051546,2.07714843521579,1.17020383413405,23.6748881252297,54.170514004309,0
2024-03-01,63215e24-05f7-4a8a-b549-a38560695ddc,1,1,1.0,50,50,0,1.0,1.0,1,0,1,0,0,0,0,0,0,0,0,1,1,50,50,0,1,1,50,50,0,1,1,50,50,0,0.0331710576555937,0.269588828549263,0.215390721449842,0.194053854830964,0.170281368523183,0.0,1
2025-03-01,6328aab6-c219-49fd-8ca6-633b8af6bf81,19,5,3.8,19,19,0,12.0,18.0,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,4,0,19,5,19,19,0,0.235097017213438,0.433648015964387,0.952587851215121,0.0366141698713303,0.0202495017792587,0.0,1
2024-11-01,636c7b2c-9f54-42dc-8417-f03ee4de1fbf,67,12,5.58333333333333,691,691,0,1.0,31.0,3,51,12,0,4,0,0,0,0,0,0,13,2,120,120,0,15,3,171,171,0,61,10,587,587,0,0.808566233416392,1.05567010309278,1.3700999970949,1.25560690898545,0.722458386086104,0.0,0
2024-12-01,636c7b2c-9f54-42dc-8417-f03ee4de1fbf,69,13,5.30769230769231,742,742,0,26.0,61.0,3,52,13,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,51,51,0,0.824943988050784,1.11544556301268,1.32030132851648,1.31126992431042,0.7528237324135,0.0,1
2025-03-01,63f53514-daa0-4645-b5ae-a1970a5b9180,21,15,1.4,756,756,0,12.0,364.0,2,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50,50,0,2,2,100,100,0,0.259844071656958,1.30094404789316,0.350953418868729,1.45685854856451,0.80571701816419,0.0,1
2024-10-01,63f53514-daa0-4645-b5ae-a1970a5b9180,18,12,1.5,606,606,0,8.0,213.0,2,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50,50,0,1,1,50,50,0,0.222304336085727,1.10040626813697,0.364951275851947,1.13804169539069,0.65900888499562,0.0,1
2025-02-01,63f53514-daa0-4645-b5ae-a1970a5b9180,19,13,1.46153846153846,656,656,0,8.0,336.0,2,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50,50,0,1,1,50,50,0,0.228935630753485,1.11453161204899,0.362841256720102,1.24599132446713,0.675005710993912,0.0,0
2024-05-01,63f53514-daa0-4645-b5ae-a1970a5b9180,16,10,1.6,506,506,0,8.0,60.0,2,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,100,100,0,10,5,255,255,0,0.259310888635436,1.35635163799199,0.340417474741581,1.33373790854463,0.870989064892802,0.0,0
2024-06-01,63f53514-daa0-4645-b5ae-a1970a5b9180,17,11,1.54545454545455,556,556,0,23.0,91.0,2,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50,50,0,0.248595011296677,1.33559577677225,0.335010653013924,1.32767011440765,0.865529673538501,0.0,1
2024-04-01,63f53514-daa0-4645-b5ae-a1970a5b9180,6,5,1.2,251,251,0,18.0,30.0,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,200,200,0,0.121451104100946,0.827363896848137,0.262528924571184,0.728924201613588,0.518644909240943,0.0,0
2024-12-01,642ab762-9fbe-4d00-9652-1f4a4718451f,99,27,3.66666666666667,715,1715,-1000,10.0,58.0,6,65,24,1,5,1,0,3,0,0,0,0,0,0,0,0,3,1,-949,51,-1000,30,10,-265,735,-1000,1.1836152872033,2.31669463087248,0.912092222115248,1.26355525051476,1.74001711737082,2.382320361916,0
2024-11-01,642ab762-9fbe-4d00-9652-1f4a4718451f,62,16,3.875,816,816,0,1.0,28.0,4,46,13,0,2,0,0,1,0,0,0,14,5,268,268,0,38,8,547,547,0,62,16,816,816,0,0.748225469728601,1.40756013745704,0.950890296491239,1.48274274635619,0.8531491216299,0.0,0
2025-01-01,642ab762-9fbe-4d00-9652-1f4a4718451f,102,28,3.64285714285714,718,1718,-1000,12.0,89.0,6,68,24,1,5,1,0,3,0,0,0,0,0,0,0,0,3,1,3,3,0,3,1,3,3,0,1.19379440228235,2.348298592553,0.912107195808653,1.26680277985737,1.70350258685378,2.26383064671258,1
2024-04-01,64343fda-f940-4733-9cda-49d3e14f0362,235,25,9.4,359,2359,-2000,11.0,59.0,5,209,21,2,0,2,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,66,8,-191,809,-1000,4.7568349106204,4.13681948424069,2.05647657580761,1.04256489394135,4.87443562111308,14.3255813953488,1
2024-03-01,64343fda-f940-4733-9cda-49d3e14f0362,160,16,10.0,492,1492,-1000,1.0,28.0,5,142,15,1,0,1,0,1,0,0,0,89,5,-118,882,-1000,126,10,164,1164,-1000,160,16,492,1492,-1000,5.307369224895,4.31342125678821,2.15390721449842,1.90948993153668,5.08119603673177,27.8,0
2024-03-01,64d81faa-a9d4-44b5-a925-f5791b7dc3ca,1,1,1.0,50,50,0,25.0,25.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50,50,0,0.0331710576555937,0.269588828549263,0.215390721449842,0.194053854830964,0.170281368523183,0.0,1
2025-04-01,64dea997-5f87-40b8-bd7f-3c019fce6b78,1,1,1.0,50,50,0,18.0,18.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50,50,0,0.0122774772882424,0.0849224510551742,0.252912730373277,0.0965486141681168,0.0530263339933275,0.0,1
2024-10-01,64f2c8aa-d7c6-4b55-a5e0-5911359d768b,3,2,1.5,52,52,0,15.0,81.0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0.0370507226809545,0.183401044689495,0.364951275851947,0.0976537428388048,0.0565486171943436,0.0,1
2024-08-01,64f2c8aa-d7c6-4b55-a5e0-5911359d768b,2,1,2.0,51,51,0,20.0,20.0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,51,51,0,0.0266335856603965,0.103973117216841,0.473270600693202,0.106623175483479,0.0645680460459914,0.0,1
2024-04-01,651a0adf-d7d4-4bff-8eb1-f5f0c1957f0b,130,8,16.25,375,375,0,17.0,34.0,2,125,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,64,64,0,2.63144058885384,1.32378223495702,3.55507918690146,1.08903018169361,0.774867892292245,0.0,1
2024-03-01,651a0adf-d7d4-4bff-8eb1-f5f0c1957f0b,93,3,31.0,240,240,0,1.0,3.0,2,90,3,0,0,0,0,0,0,0,0,93,3,240,240,0,93,3,240,240,0,93,3,240,240,0,3.08490836197022,0.808766485647789,6.67711236494511,0.931458503188626,0.817350568911277,0.0,0
2025-04-01,653a7c26-ccd3-4e45-8fc2-8b2d214fd667,6,6,1.0,300,300,0,14.0,75.0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50,50,0,2,2,100,100,0,0.0736648637294544,0.509534706331045,0.252912730373277,0.579291685008701,0.318158003959965,0.0,1
2025-03-01,653a7c26-ccd3-4e45-8fc2-8b2d214fd667,4,4,1.0,200,200,0,5.0,44.0,1,0,4,0,0,0,0,0,0,0,0,1,1,50,50,0,2,2,100,100,0,2,2,100,100,0,0.0494941088870395,0.34691841277151,0.250681013477663,0.385412314435055,0.213152650307987,0.0,0
2025-02-01,653a7c26-ccd3-4e45-8fc2-8b2d214fd667,2,2,1.0,100,100,0,15.0,16.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,100,100,0,0.0240984874477352,0.171466401853691,0.248259807229543,0.189937701900477,0.102897212041755,0.0,0
2024-03-01,6540f919-63bb-4e8d-8dfb-2f9904a29bb0,1,1,1.0,50,50,0,11.0,11.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50,50,0,1,1,50,50,0,0.0331710576555937,0.269588828549263,0.215390721449842,0.194053854830964,0.170281368523183,0.0,0
2024-07-01,65662aff-44d6-4f06-b9d9-07445c6e5943,8589,111,77.3783783783784,2875,24275,-21400,3.0,154.0,8,8425,99,21,6,19,7,11,0,1,0,256,5,-207,843,-1050,604,10,885,1935,-1050,1169,20,130,3530,-3400,117.028415655346,12.3103287479599,17.1755175657381,6.36787584068145,34.0674446484576,81.9696685008724,0
2025-03-01,65662aff-44d6-4f06-b9d9-07445c6e5943,15966,255,62.6117647058824,2898,47848,-44950,1.0,397.0,12,15498,227,37,64,37,11,21,37,3,31,164,4,-1345,655,-2000,275,8,-1038,962,-2000,839,18,214,2214,-2000,197.555735622618,22.1160488141837,15.6955806320956,5.58462443616395,50.9946400596827,107.184609021541,0
2024-04-01,65662aff-44d6-4f06-b9d9-07445c6e5943,3599,45,79.9777777777778,2435,11435,-9000,3.0,63.0,5,3535,40,9,0,11,0,4,0,0,0,419,5,261,1261,-1000,738,9,-5830,2170,-8000,1937,20,-3044,4956,-8000,72.8504206098843,7.44627507163324,17.4970666579943,7.07143597979715,23.6283049289649,64.4651162790698,0
2024-08-01,65662aff-44d6-4f06-b9d9-07445c6e5943,9572,131,73.0687022900763,3562,29062,-25500,1.0,185.0,11,9352,117,22,23,23,7,12,12,3,1,85,3,-494,256,-750,286,7,-476,1274,-1750,875,17,-611,3389,-4000,127.468340970657,13.6204783554062,17.2906343123486,7.44689707984616,36.7936579252667,81.8503021661171,0
2024-09-01,65662aff-44d6-4f06-b9d9-07445c6e5943,10593,151,70.1523178807947,1811,33411,-31600,2.0,216.0,11,10321,132,26,38,23,9,12,28,3,1,320,5,112,612,-500,673,10,-147,1353,-1500,982,18,-1344,3256,-4600,136.322656782022,14.5623405242403,16.9669135012662,3.56896978746349,38.8814818806148,89.8047907691309,0
2024-05-01,65662aff-44d6-4f06-b9d9-07445c6e5943,5412,67,80.7761194029851,2919,15919,-13000,2.0,93.0,5,5319,60,13,0,14,0,6,0,0,0,368,5,210,1210,-1000,923,11,459,2459,-2000,1747,20,320,4320,-4000,87.7119080809361,9.08755597454631,17.1860016166179,7.69403350798769,27.4017290988706,64.4956896551724,0
2024-03-01,65662aff-44d6-4f06-b9d9-07445c6e5943,1623,24,67.625,5292,6292,-1000,1.0,32.0,5,1592,22,1,0,7,0,1,0,0,0,454,5,1297,1297,0,899,10,2486,2486,0,1379,20,3955,3955,0,53.8366265750286,6.47013188518231,14.5657975380456,20.5386599953092,21.4282074149573,27.8,0
2025-04-01,65662aff-44d6-4f06-b9d9-07445c6e5943,16633,272,61.1507352941176,2496,49446,-46950,1.0,428.0,12,16146,242,39,64,38,11,22,37,3,31,204,5,-1651,349,-2000,372,10,-1238,762,-2000,667,17,-402,1598,-2000,204.211279735336,23.0989066870074,15.4657994275688,4.81970681927239,52.4388022126814,110.456581764905,0
2024-12-01,65662aff-44d6-4f06-b9d9-07445c6e5943,13043,199,65.5427135678392,5494,41444,-35950,2.0,307.0,12,12662,178,28,64,31,11,16,37,3,13,230,5,772,772,0,265,6,856,856,0,450,13,1681,1681,0,155.938325161542,17.0748974645787,16.3039088895146,9.70905251234695,42.0485535931874,85.6444170108803,0
2024-06-01,65662aff-44d6-4f06-b9d9-07445c6e5943,7412,90,82.3555555555556,2737,20737,-18000,1.0,124.0,5,7287,81,18,0,17,0,9,0,0,0,464,5,808,808,0,1084,10,-1733,2267,-4000,1832,21,-399,4601,-5000,108.387424925351,10.9276018099548,17.8523454650531,6.53567104880169,32.2814547485034,80.5,0
2025-02-01,65662aff-44d6-4f06-b9d9-07445c6e5943,15127,237,63.8270042194093,2684,45634,-42950,1.0,369.0,12,14684,209,35,64,34,11,19,37,3,31,253,5,449,449,0,612,10,1152,1152,0,1155,20,-4525,2475,-7000,182.268909810946,20.3187686196624,15.8456797635498,5.0979279190088,46.9561137431344,96.4398727318439,0
2024-11-01,65662aff-44d6-4f06-b9d9-07445c6e5943,12580,185,68.0,3751,39701,-35950,4.0,277.0,11,12231,164,28,64,27,11,14,37,3,1,124,2,222,222,0,323,6,783,783,0,782,15,-172,1878,-2050,151.817361438481,16.2749140893471,16.6865910093946,6.81589220782118,41.508423134594,88.5195444752231,0
2024-10-01,65662aff-44d6-4f06-b9d9-07445c6e5943,11740,168,69.8809523809524,4670,37570,-32900,1.0,246.0,11,11430,147,26,50,27,10,13,33,3,1,371,5,2585,2835,-250,644,9,3039,3339,-300,1117,16,2829,4129,-1300,144.991828091469,15.4056877539176,17.0020951527851,8.77005728956189,40.8563759229133,84.9977554011589,0
2025-01-01,65662aff-44d6-4f06-b9d9-07445c6e5943,13910,215,64.6976744186046,7049,42999,-35950,12.0,338.0,12,13506,188,28,64,33,11,16,37,3,24,0,0,0,0,0,241,3,438,438,0,821,14,1460,1460,0,162.800785644583,18.031578478532,16.1991568911789,12.4368980434744,42.6361511828438,81.3847117493171,0
2024-04-01,6582b314-afdb-47ef-88ff-a8d5c28fd4a7,374,31,12.0645161290323,1289,2289,-1000,3.0,63.0,4,339,29,1,0,0,0,5,0,0,0,87,5,-570,430,-1000,131,10,-182,818,-1000,266,20,641,1641,-1000,7.57045215562566,5.12965616045845,2.63940370402212,3.74335974454149,4.72979361455186,7.16279069767442,0
2024-09-01,6582b314-afdb-47ef-88ff-a8d5c28fd4a7,485,60,8.08333333333333,2920,3920,-1000,9.0,216.0,4,420,58,1,0,0,0,6,0,0,0,0,0,0,0,0,5,1,54,54,0,6,2,104,104,0,6.241526341856,5.78636047320807,1.95502046990973,5.75449573682682,4.56183319780941,2.8419237585168,1
2024-06-01,6582b314-afdb-47ef-88ff-a8d5c28fd4a7,474,55,8.61818181818182,2664,3664,-1000,8.0,124.0,4,414,53,1,0,0,0,6,0,0,0,0,0,0,0,0,1,1,50,50,0,7,5,252,252,0,6.9314138443897,6.67797888386124,1.86817705327765,6.36135464888846,5.70377828029689,4.47222222222222,1
2024-08-01,6582b314-afdb-47ef-88ff-a8d5c28fd4a7,479,58,8.25862068965517,2816,3816,-1000,10.0,185.0,4,416,56,1,0,0,0,6,0,0,0,0,0,0,0,0,1,1,50,50,0,4,2,102,102,0,6.37874376566495,6.03044079857679,1.9542811873452,5.88727180708781,4.83120909238242,3.20981577122028,0
2024-05-01,6582b314-afdb-47ef-88ff-a8d5c28fd4a7,465,48,9.6875,2312,3312,-1000,2.0,93.0,4,412,46,1,0,0,0,6,0,0,0,8,3,155,155,0,35,7,378,378,0,85,15,919,919,0,7.53622270096735,6.51048786236154,2.06112142909942,6.09407518686795,5.7010193338438,4.96120689655172,0
2025-01-01,6582b314-afdb-47ef-88ff-a8d5c28fd4a7,486,61,7.9672131147541,2921,3921,-1000,27.0,338.0,5,420,58,1,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,5.68807921087471,5.11593621949047,1.99484968186502,5.15366423393229,3.88791248140493,2.26383064671258,1
2024-03-01,6582b314-afdb-47ef-88ff-a8d5c28fd4a7,96,10,9.6,488,488,0,1.0,32.0,2,88,8,0,0,0,0,0,0,0,0,48,5,293,293,0,65,8,408,408,0,91,9,483,483,0,3.184421534937,2.69588828549263,2.06775092591849,1.89396562315021,1.66194615678626,0.0,0
2024-09-01,6582ee6d-55e6-49f4-abc4-a1760d6767cc,3,3,1.0,150,150,0,9.0,11.0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,150,150,0,3,3,150,150,0,0.0386073794341608,0.289318023660404,0.24185820246306,0.295607657713707,0.174559943793727,0.0,1
2024-05-01,65c5fd9e-4343-409a-8104-40e7acaf8dc1,2,1,2.0,51,51,0,8.0,8.0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,51,51,0,2,1,51,51,0,0.0324138610794294,0.135635163799199,0.425521843426977,0.134428129122087,0.0877874353943338,0.0,1
2024-07-01,65e1ff1d-e9a5-4b86-8137-df4b078f68af,32,1,32.0,30,80,-50,11.0,11.0,3,30,1,0,0,0,0,0,0,1,0,0,0,0,0,0,32,1,30,80,-50,32,1,30,80,-50,0.436012259980331,0.110903862594233,7.10297338380507,0.066447400076676,0.112271702240025,0.191517917058113,1
2024-03-01,65e54e94-4255-489a-948e-10a4da9c3029,10,4,2.5,206,206,0,3.0,25.0,2,6,4,0,0,0,0,0,0,0,0,4,2,102,102,0,4,2,102,102,0,10,4,206,206,0,0.331710576555937,1.07835531419705,0.538476803624606,0.799501881903571,0.701559238315513,0.0,0
2024-04-01,65e54e94-4255-489a-948e-10a4da9c3029,14,6,2.33333333333333,308,308,0,7.0,56.0,2,8,6,0,0,0,0,0,0,0,0,1,1,50,50,0,1,1,50,50,0,1,1,50,50,0,0.283385909568875,0.992836676217765,0.510472908888414,0.894456789231016,0.636424828869364,0.0,1
2024-03-01,65fd481a-2c99-4620-b12f-8f5c19ad7ad5,1,1,1.0,50,50,0,14.0,14.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50,50,0,1,1,50,50,0,0.0331710576555937,0.269588828549263,0.215390721449842,0.194053854830964,0.170281368523183,0.0,1
2024-04-01,6603cfb6-4eed-4c58-ac66-6225452a22ee,68,10,6.8,460,460,0,18.0,35.0,2,60,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,202,202,0,1.37644584647739,1.65472779369627,1.48766390590338,1.33587702287749,0.950504614545154,0.0,1
2024-03-01,6603cfb6-4eed-4c58-ac66-6225452a22ee,54,4,13.5,201,201,0,1.0,4.0,2,51,3,0,0,0,0,0,0,0,0,54,4,201,201,0,54,4,201,201,0,54,4,201,201,0,1.79123711340206,1.07835531419705,2.90777473957287,0.780096496420474,0.684531101463195,0.0,0
2025-03-01,66120d2a-317d-41c8-8d83-572b0c9248e1,1,1,1.0,50,50,0,19.0,19.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50,50,0,0.0123735272217599,0.0867296031928774,0.250681013477663,0.0963530786087639,0.0532881625769967,0.0,1
2025-02-01,66312832-4e25-4e65-b0fe-72f988564c3b,5,3,1.66666666666667,152,152,0,16.0,213.0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,100,100,0,0.0602462186193381,0.257199602780536,0.413766345382572,0.288705306888725,0.156403762303467,0.0,1
2024-12-01,66bb7bfc-ce6d-4c63-8f64-ba384b29d8a2,1,1,1.0,50,50,0,2.0,2.0,1,0,1,0,0,0,0,0,0,0,0,1,1,50,50,0,1,1,50,50,0,1,1,50,50,0,0.0119557099717505,0.085803504847129,0.24875242421325,0.0883605070290039,0.050729362022473,0.0,0
2025-01-01,66bb7bfc-ce6d-4c63-8f64-ba384b29d8a2,10,6,1.66666666666667,304,304,0,16.0,33.0,2,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,204,204,0,0.117038666890426,0.503206841261358,0.417303945794808,0.53636217977248,0.30143468358763,0.0,0
2024-03-01,66c2abff-5c79-4b91-842e-740b43f3e6cf,1,1,1.0,1,1,0,1.0,1.0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0.0331710576555937,0.269588828549263,0.215390721449842,0.00388107709661927,0.00340562737046366,0.0,1
2024-05-01,66cc3585-e2cd-41e1-b56c-ea9b2af66707,81,12,6.75,669,669,0,4.0,51.0,2,69,12,0,0,0,0,0,0,0,0,20,2,118,118,0,33,4,229,229,0,62,6,356,356,0,1.31276137371689,1.62762196559038,1.43613622156605,1.76338075260149,1.15156459370214,0.0,0
2024-06-01,66cc3585-e2cd-41e1-b56c-ea9b2af66707,89,14,6.35714285714286,726,726,0,11.0,82.0,2,76,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,3,0,8,2,57,57,0,1.3014680003179,1.69984917043741,1.37804802227156,1.73361241557546,1.13017004134704,0.0,1
2024-04-01,66cc3585-e2cd-41e1-b56c-ea9b2af66707,12,5,2.4,257,257,0,7.0,21.0,2,7,5,0,0,0,0,0,0,0,0,1,1,50,50,0,2,2,100,100,0,12,5,257,257,0,0.242902208201893,0.827363896848137,0.525057849142369,0.746348684520685,0.531042795517618,0.0,0
2024-10-01,66d5b9b4-68bb-4177-9526-eb913f1c5c34,7,3,2.33333333333333,56,56,0,5.0,55.0,2,6,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,6,2,6,6,0,0.0864516862555604,0.275101567034243,0.567701984658584,0.105165569211021,0.0608985108246778,0.0,0
2024-11-01,66d5b9b4-68bb-4177-9526-eb913f1c5c34,13,4,3.25,111,111,0,16.0,86.0,2,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,55,55,0,0.156885985588255,0.351890034364261,0.797520893831362,0.201696623585218,0.116053373162891,0.0,1
